year_month,region,prefecture,accidents,deaths,injuries
202310,四国,香川,2490,28,3025
202311,四国,香川,2769,29,3369
202312,四国,香川,3041,33,3712
202401,四国,香川,221,2,278
202402,四国,香川,448,6,557
202403,四国,香川,684,8,842
202404,四国,香川,906,9,1127
202405,四国,香川,1174,11,1441
202406,四国,香川,1415,15,1741
202407,四国,香川,1668,19,2058
202408,四国,香川,1927,20,2394
202409,四国,香川,2167,21,2691
202410,四国,香川,2425,25,2993
202411,四国,香川,2666,26,3276
202412,四国,香川,2943,31,3579
202501,四国,香川,230,3,269
202502,四国,香川,398,5,476
202503,四国,香川,644,5,775
202504,四国,香川,859,7,1038
202505,四国,香川,1066,8,1298
202506,四国,香川,1281,10,1564
202507,四国,香川,1487,12,1815
202508,四国,香川,1680,14,2063
202509,四国,香川,1911,15,2334
202510,四国,香川,2176,16,2641
201901,四国,高知,127,3,142
201902,四国,高知,254,5,277
201903,四国,高知,386,7,426
201904,四国,高知,518,9,567
201905,四国,高知,647,10,711
201906,四国,高知,757,12,831
201907,四国,高知,893,16,981
201908,四国,高知,1014,20,1116
201909,四国,高知,1114,23,1222
201910,四国,高知,1260,29,1383
201911,四国,高知,1394,32,1530
201912,四国,高知,1556,33,1700
202001,四国,高知,114,4,124
202002,四国,高知,232,5,255
202003,四国,高知,344,7,379
202004,四国,高知,423,10,459
202005,四国,高知,505,14,544
202006,四国,高知,598,16,646
202007,四国,高知,695,18,760
202008,四国,高知,812,22,893
202009,四国,高知,906,26,988
202010,四国,高知,1033,29,1124
202011,四国,高知,1147,31,1255
202012,四国,高知,1263,34,1382
202101,四国,高知,103,7,105
202102,四国,高知,201,11,206
202103,四国,高知,300,14,328
202104,四国,高知,383,16,419
202105,四国,高知,453,16,501
202106,四国,高知,516,17,569
202107,四国,高知,599,19,656
202108,四国,高知,685,19,748
202109,四国,高知,752,22,818
202110,四国,高知,843,22,923
202111,四国,高知,934,22,1018
202112,四国,高知,1046,25,1142
202201,四国,高知,82,0,87
202202,四国,高知,145,6,146
202203,四国,高知,217,8,221
202204,四国,高知,286,10,301
202205,四国,高知,360,10,383
202206,四国,高知,440,14,470
202207,四国,高知,517,16,554
202208,四国,高知,589,16,630
202209,四国,高知,655,19,700
202210,四国,高知,740,23,795
202211,四国,高知,833,25,891
202212,四国,高知,943,26,1010
202301,四国,高知,83,0,90
202302,四国,高知,148,1,162
202303,四国,高知,222,2,238
202304,四国,高知,301,3,327
202305,四国,高知,382,4,415
202306,四国,高知,452,4,493
202307,四国,高知,547,8,597
202308,四国,高知,642,13,701
202309,四国,高知,720,15,783
202310,四国,高知,811,16,881
202311,四国,高知,895,19,970
202312,四国,高知,975,23,1049
202401,四国,高知,74,2,77
202402,四国,高知,149,5,158
202403,四国,高知,199,7,212
202404,四国,高知,258,8,275
202405,四国,高知,344,11,371
202406,四国,高知,423,12,457
202407,四国,高知,506,14,550
202408,四国,高知,603,16,653
202409,四国,高知,675,18,735
202410,四国,高知,755,18,828
202411,四国,高知,823,19,902
202412,四国,高知,898,21,984
202501,四国,高知,63,2,62
202502,四国,高知,114,5,118
202503,四国,高知,185,6,197
202504,四国,高知,240,8,254
202505,四国,高知,309,8,334
202506,四国,高知,371,10,397
202507,四国,高知,443,12,474
202508,四国,高知,504,13,553
202509,四国,高知,580,14,637
202510,四国,高知,664,15,738
201901,東北,宮城,525,5,665
201902,東北,宮城,1003,9,1241
201903,東北,宮城,1506,13,1874
201904,東北,宮城,1987,23,2445
201905,東北,宮城,2463,25,3039
201906,東北,宮城,2877,27,3529
201907,東北,宮城,3320,36,4039
201908,東北,宮城,3745,38,4588
201909,東北,宮城,4131,46,5069
201910,東北,宮城,4659,51,5721
201911,東北,宮城,5140,56,6303
201912,東北,宮城,5675,65,6941
202001,東北,宮城,411,6,502
202002,東北,宮城,839,11,1036
202003,東北,宮城,1249,13,1524
202004,東北,宮城,1573,20,1920
202005,東北,宮城,1827,22,2243
202006,東北,宮城,2178,27,2670
202007,東北,宮城,2508,29,3067
202008,東北,宮城,2835,30,3466
202009,東北,宮城,3150,33,3845
202010,東北,宮城,3623,35,4424
202011,東北,宮城,4030,38,4914
202012,東北,宮城,4487,44,5483
202101,東北,宮城,360,4,443
202102,東北,宮城,730,9,876
202103,東北,宮城,1118,11,1347
202104,東北,宮城,1405,14,1684
202105,東北,宮城,1688,16,2010
202106,東北,宮城,1992,19,2377
202107,東北,宮城,2354,25,2824
202108,東北,宮城,2683,30,3220
202109,東北,宮城,2949,33,3525
202110,東北,宮城,3376,35,4085
202111,東北,宮城,3821,40,4620
202112,東北,宮城,4286,42,5182
202201,東北,宮城,404,3,508
202202,東北,宮城,683,3,819
202203,東北,宮城,1024,8,1235
202204,東北,宮城,1332,11,1613
202205,東北,宮城,1691,15,2054
202206,東北,宮城,2016,16,2438
202207,東北,宮城,2311,18,2801
202208,東北,宮城,2621,22,3181
202209,東北,宮城,2886,23,3497
202210,東北,宮城,3309,27,3996
202211,東北,宮城,3676,32,4414
202212,東北,宮城,4117,37,4912
202301,東北,宮城,323,6,398
202302,東北,宮城,640,8,780
202303,東北,宮城,957,12,1174
202304,東北,宮城,1269,15,1549
202305,東北,宮城,1599,19,1955
202306,東北,宮城,1934,27,2368
202307,東北,宮城,2226,29,2723
202308,東北,宮城,2557,31,3140
202309,東北,宮城,2820,33,3470
202310,東北,宮城,3264,38,4001
202311,東北,宮城,3640,43,4448
202312,東北,宮城,4033,47,4932
202401,東北,宮城,296,8,344
202402,東北,宮城,590,9,707
202403,東北,宮城,866,13,1054
202404,東北,宮城,1177,16,1438
202405,東北,宮城,1509,20,1842
202406,東北,宮城,1798,23,2179
202407,東北,宮城,2112,27,2548
202408,東北,宮城,2394,30,2895
202409,東北,宮城,2656,31,3234
202410,東北,宮城,3075,39,3718
202411,東北,宮城,3398,44,4109
202412,東北,宮城,3785,47,4565
202501,東北,宮城,337,2,417
202502,東北,宮城,637,7,789
202503,東北,宮城,929,10,1128
202504,東北,宮城,1219,10,1485
202505,東北,宮城,1519,14,1844
202506,東北,宮城,1753,18,2135
202507,東北,宮城,2071,20,2520
202508,東北,宮城,2353,22,2872
202509,東北,宮城,2574,26,3139
202510,東北,宮城,2981,30,3629
201901,東北,山形,440,6,516
201902,東北,山形,851,9,1018
201903,東北,山形,1184,13,1411
201904,東北,山形,1522,13,1794
201905,東北,山形,1839,15,2178
201906,東北,山形,2177,15,2580
201907,東北,山形,2515,17,3000
201908,東北,山形,2878,19,3466
201909,東北,山形,3174,21,3825
201910,東北,山形,3560,25,4280
201911,東北,山形,3919,30,4695
201912,東北,山形,4292,32,5135
202001,東北,山形,301,4,351
202002,東北,山形,605,5,707
202003,東北,山形,881,8,1033
202004,東北,山形,1088,12,1283
202005,東北,山形,1275,18,1507
202006,東北,山形,1517,19,1800
202007,東北,山形,1785,19,2125
202008,東北,山形,2064,20,2478
202009,東北,山形,2335,22,2806
202010,東北,山形,2652,24,3182
202011,東北,山形,2945,27,3529
202012,東北,山形,3328,30,3975
202101,東北,山形,335,1,393
202102,東北,山形,671,4,777
202103,東北,山形,899,5,1049
202104,東北,山形,1118,10,1301
202105,東北,山形,1329,14,1539
202106,東北,山形,1591,14,1846
202107,東北,山形,1813,14,2108
202108,東北,山形,2055,15,2385
202109,東北,山形,2289,17,2664
202110,東北,山形,2536,19,2960
202111,東北,山形,2836,20,3333
202112,東北,山形,3184,24,3760
202201,東北,山形,375,0,431
202202,東北,山形,708,2,809
202203,東北,山形,931,4,1079
202204,東北,山形,1133,4,1300
202205,東北,山形,1340,5,1539
202206,東北,山形,1571,9,1810
202207,東北,山形,1771,12,2041
202208,東北,山形,1979,15,2291
202209,東北,山形,2184,16,2535
202210,東北,山形,2433,19,2831
202211,東北,山形,2663,23,3104
202212,東北,山形,2970,26,3469
202301,東北,山形,246,3,287
202302,東北,山形,535,4,619
202303,東北,山形,716,7,838
202304,東北,山形,931,9,1091
202305,東北,山形,1139,14,1340
202306,東北,山形,1344,16,1582
202307,東北,山形,1559,23,1844
202308,東北,山形,1813,23,2148
202309,東北,山形,2017,28,2396
202310,東北,山形,2258,29,2681
202311,東北,山形,2516,31,2985
202312,東北,山形,2780,34,3295
202401,東北,山形,251,2,284
202402,東北,山形,452,3,518
202403,東北,山形,624,3,730
202404,東北,山形,811,7,948
202405,東北,山形,1013,8,1210
202406,東北,山形,1195,11,1418
202407,東北,山形,1393,13,1659
202408,東北,山形,1571,16,1878
202409,東北,山形,1747,18,2081
202410,東北,山形,2002,23,2387
202411,東北,山形,2205,24,2632
202412,東北,山形,2457,24,2927
202501,東北,山形,237,2,270
202502,東北,山形,473,3,536
202503,東北,山形,625,4,731
202504,東北,山形,785,5,919
202505,東北,山形,986,6,1182
202506,東北,山形,1177,6,1405
202507,東北,山形,1379,10,1644
202508,東北,山形,1578,12,1893
202509,東北,山形,1770,13,2129
202510,東北,山形,2027,17,2433
201901,東北,岩手,159,2,200
201902,東北,岩手,299,4,370
201903,東北,岩手,463,10,553
201904,東北,岩手,632,13,751
201905,東北,岩手,802,19,959
201906,東北,岩手,932,22,1110
201907,東北,岩手,1099,28,1308
201908,東北,岩手,1290,32,1542
201909,東北,岩手,1454,37,1759
201910,東北,岩手,1623,43,1962
201911,東北,岩手,1789,45,2164
201912,東北,岩手,1968,45,2380
202001,東北,岩手,148,2,172
202002,東北,岩手,295,7,351
202003,東北,岩手,420,12,502
202004,東北,岩手,546,20,644
202005,東北,岩手,651,22,759
202006,東北,岩手,795,26,925
202007,東北,岩手,916,26,1069
202008,東北,岩手,1048,28,1242
202009,東北,岩手,1186,31,1395
202010,東北,岩手,1337,39,1566
202011,東北,岩手,1513,44,1773
202012,東北,岩手,1658,46,1953
202101,東北,岩手,153,0,192
202102,東北,岩手,286,2,344
202103,東北,岩手,386,5,457
202104,東北,岩手,495,7,585
202105,東北,岩手,602,7,717
202106,東北,岩手,734,10,870
202107,東北,岩手,836,13,989
202108,東北,岩手,941,16,1123
202109,東北,岩手,1076,20,1277
202110,東北,岩手,1220,26,1440
202111,東北,岩手,1384,30,1623
202112,東北,岩手,1566,35,1830
202201,東北,岩手,129,1,177
202202,東北,岩手,204,4,266
202203,東北,岩手,322,5,406
202204,東北,岩手,420,7,518
202205,東北,岩手,546,12,673
202206,東北,岩手,668,13,821
202207,東北,岩手,803,15,977
202208,東北,岩手,919,17,1114
202209,東北,岩手,1042,20,1262
202210,東北,岩手,1191,26,1445
202211,東北,岩手,1358,30,1631
202212,東北,岩手,1511,37,1812
202301,東北,岩手,116,4,149
202302,東北,岩手,240,5,303
202303,東北,岩手,355,8,429
202304,東北,岩手,452,10,539
202305,東北,岩手,569,11,683
202306,東北,岩手,684,12,830
202307,東北,岩手,813,15,978
202308,東北,岩手,973,23,1183
202309,東北,岩手,1081,26,1311
202310,東北,岩手,1208,28,1449
202311,東北,岩手,1347,33,1622
202312,東北,岩手,1503,35,1796
202401,東北,岩手,126,4,148
202402,東北,岩手,210,7,246
202403,東北,岩手,311,7,368
202404,東北,岩手,409,11,493
202405,東北,岩手,526,13,639
202406,東北,岩手,613,14,752
202407,東北,岩手,744,16,918
202408,東北,岩手,857,18,1061
202409,東北,岩手,967,20,1189
202410,東北,岩手,1112,23,1371
202411,東北,岩手,1231,26,1503
202412,東北,岩手,1391,28,1700
202501,東北,岩手,107,3,136
202502,東北,岩手,205,4,256
202503,東北,岩手,320,4,396
202504,東北,岩手,455,6,577
202505,東北,岩手,580,8,740
202506,東北,岩手,700,10,880
202507,東北,岩手,837,12,1039
202508,東北,岩手,957,22,1191
202509,東北,岩手,1108,26,1363
202510,東北,岩手,1282,32,1576
201901,東北,福島,327,5,391
201902,東北,福島,645,14,762
201903,東北,福島,968,20,1132
201904,東北,福島,1331,26,1563
201905,東北,福島,1659,29,1957
201906,東北,福島,1953,31,2316
201907,東北,福島,2230,34,2652
201908,東北,福島,2549,39,3062
201909,東北,福島,2819,45,3384
201910,東北,福島,3188,48,3839
201911,東北,福島,3538,55,4241
201912,東北,福島,3919,61,4683
202001,東北,福島,296,3,371
202002,東北,福島,590,7,710
202003,東北,福島,923,13,1116
202004,東北,福島,1189,17,1441
202005,東北,福島,1388,22,1667
202006,東北,福島,1640,25,1960
202007,東北,福島,1900,30,2253
202008,東北,福島,2164,32,2565
202009,東北,福島,2400,37,2850
202010,東北,福島,2685,44,3179
202011,東北,福島,2963,48,3504
202012,東北,福島,3266,57,3857
202101,東北,福島,245,2,277
202102,東北,福島,507,6,570
202103,東北,福島,772,12,884
202104,東北,福島,999,13,1142
202105,東北,福島,1237,17,1418
202106,東北,福島,1456,20,1671
202107,東北,福島,1691,24,1949
202108,東北,福島,1895,29,2188
202109,東北,福島,2120,33,2450
202110,東北,福島,2378,40,2747
202111,東北,福島,2682,45,3089
202112,東北,福島,2997,49,3446
202201,東北,福島,206,3,237
202202,東北,福島,426,9,490
202203,東北,福島,645,10,742
202204,東北,福島,864,11,994
202205,東北,福島,1067,18,1231
202206,東北,福島,1312,20,1514
202207,東北,福島,1509,22,1732
202208,東北,福島,1714,25,1970
202209,東北,福島,1919,25,2225
202210,東北,福島,2195,34,2541
202211,東北,福島,2439,41,2824
202212,東北,福島,2702,47,3132
202301,東北,福島,216,7,256
202302,東北,福島,473,9,553
202303,東北,福島,695,12,806
202304,東北,福島,934,20,1075
202305,東北,福島,1163,23,1337
202306,東北,福島,1407,28,1635
202307,東北,福島,1603,33,1865
202308,東北,福島,1822,37,2114
202309,東北,福島,2051,43,2392
202310,東北,福島,2323,47,2717
202311,東北,福島,2587,52,3030
202312,東北,福島,2913,55,3403
202401,東北,福島,222,9,252
202402,東北,福島,439,11,501
202403,東北,福島,668,14,772
202404,東北,福島,893,19,1044
202405,東北,福島,1127,22,1335
202406,東北,福島,1335,23,1570
202407,東北,福島,1551,27,1823
202408,東北,福島,1848,33,2201
202409,東北,福島,2103,38,2537
202410,東北,福島,2407,46,2901
202411,東北,福島,2720,50,3295
202412,東北,福島,3086,51,3738
202501,東北,福島,263,7,317
202502,東北,福島,515,10,621
202503,東北,福島,790,17,945
202504,東北,福島,1078,22,1302
202505,東北,福島,1348,24,1639
202506,東北,福島,1623,29,1961
202507,東北,福島,1930,30,2362
202508,東北,福島,2209,34,2723
202509,東北,福島,2479,39,3073
202510,東北,福島,2782,44,3434
201901,東北,秋田,150,2,180
201902,東北,秋田,283,2,332
201903,東北,秋田,389,5,462
201904,東北,秋田,504,10,589
201905,東北,秋田,619,12,747
201906,東北,秋田,749,16,903
201907,東北,秋田,872,20,1049
201908,東北,秋田,995,24,1209
201909,東北,秋田,1116,25,1361
201910,東北,秋田,1265,32,1539
201911,東北,秋田,1379,37,1664
201912,東北,秋田,1514,40,1830
202001,東北,秋田,123,5,154
202002,東北,秋田,244,10,299
202003,東北,秋田,338,13,407
202004,東北,秋田,416,17,499
202005,東北,秋田,495,20,586
202006,東北,秋田,620,22,746
202007,東北,秋田,736,24,878
202008,東北,秋田,840,25,1005
202009,東北,秋田,971,28,1169
202010,東北,秋田,1101,31,1318
202011,東北,秋田,1219,32,1461
202012,東北,秋田,1377,37,1655
202101,東北,秋田,135,2,167
202102,東北,秋田,253,5,311
202103,東北,秋田,371,9,446
202104,東北,秋田,456,12,539
202105,東北,秋田,538,13,630
202106,東北,秋田,623,17,725
202107,東北,秋田,705,19,818
202108,東北,秋田,809,20,945
202109,東北,秋田,915,23,1064
202110,東北,秋田,1042,25,1200
202111,東北,秋田,1163,26,1337
202112,東北,秋田,1301,28,1514
202201,東北,秋田,112,0,147
202202,東北,秋田,218,0,267
202203,東北,秋田,301,3,361
202204,東北,秋田,375,6,446
202205,東北,秋田,453,8,542
202206,東北,秋田,536,9,640
202207,東北,秋田,636,14,758
202208,東北,秋田,716,18,850
202209,東北,秋田,799,22,946
202210,東北,秋田,926,25,1090
202211,東北,秋田,1018,26,1192
202212,東北,秋田,1157,33,1351
202301,東北,秋田,92,1,116
202302,東北,秋田,206,3,251
202303,東北,秋田,288,4,355
202304,東北,秋田,373,7,449
202305,東北,秋田,466,10,552
202306,東北,秋田,538,10,640
202307,東北,秋田,607,11,715
202308,東北,秋田,721,18,853
202309,東北,秋田,825,20,974
202310,東北,秋田,929,23,1097
202311,東北,秋田,1040,28,1212
202312,東北,秋田,1155,32,1339
202401,東北,秋田,73,4,83
202402,東北,秋田,139,4,160
202403,東北,秋田,207,6,239
202404,東北,秋田,265,7,309
202405,東北,秋田,370,9,435
202406,東北,秋田,446,10,525
202407,東北,秋田,524,16,615
202408,東北,秋田,604,19,709
202409,東北,秋田,694,23,807
202410,東北,秋田,796,27,918
202411,東北,秋田,874,28,1008
202412,東北,秋田,981,31,1141
202501,東北,秋田,91,1,109
202502,東北,秋田,183,5,226
202503,東北,秋田,243,6,301
202504,東北,秋田,308,8,375
202505,東北,秋田,369,12,441
202506,東北,秋田,448,13,529
202507,東北,秋田,527,14,616
202508,東北,秋田,613,16,708
202509,東北,秋田,705,22,804
202510,東北,秋田,824,25,945
201901,東北,青森,264,3,326
201902,東北,青森,491,5,615
201903,東北,青森,701,10,859
201904,東北,青森,931,12,1126
201905,東北,青森,1142,15,1380
201906,東北,青森,1312,21,1579
201907,東北,青森,1505,23,1809
201908,東北,青森,1756,26,2132
201909,東北,青森,1967,28,2388
201910,東北,青森,2250,29,2725
201911,東北,青森,2522,34,3052
201912,東北,青森,2791,37,3378
202001,東北,青森,218,0,264
202002,東北,青森,459,1,575
202003,東北,青森,655,4,817
202004,東北,青森,808,7,996
202005,東北,青森,948,9,1160
202006,東北,青森,1125,11,1365
202007,東北,青森,1297,12,1579
202008,東北,青森,1503,15,1822
202009,東北,青森,1695,20,2047
202010,東北,青森,1923,24,2326
202011,東北,青森,2164,25,2623
202012,東北,青森,2436,28,2939
202101,東北,青森,215,2,259
202102,東北,青森,427,2,511
202103,東北,青森,611,3,734
202104,東北,青森,784,4,942
202105,東北,青森,945,9,1133
202106,東北,青森,1145,12,1363
202107,東北,青森,1347,15,1605
202108,東北,青森,1516,15,1820
202109,東北,青森,1702,15,2044
202110,東北,青森,1918,19,2290
202111,東北,青森,2165,26,2570
202112,東北,青森,2458,29,2919
202201,東北,青森,225,2,284
202202,東北,青森,412,4,500
202203,東北,青森,569,10,683
202204,東北,青森,714,12,858
202205,東北,青森,901,13,1084
202206,東北,青森,1062,15,1272
202207,東北,青森,1232,16,1474
202208,東北,青森,1424,20,1708
202209,東北,青森,1623,24,1953
202210,東北,青森,1837,25,2205
202211,東北,青森,2062,27,2475
202212,東北,青森,2375,31,2853
202301,東北,青森,249,4,309
202302,東北,青森,493,6,602
202303,東北,青森,688,11,821
202304,東北,青森,852,12,1015
202305,東北,青森,1050,16,1249
202306,東北,青森,1223,18,1442
202307,東北,青森,1430,22,1677
202308,東北,青森,1672,26,1981
202309,東北,青森,1865,30,2208
202310,東北,青森,2092,31,2481
202311,東北,青森,2355,38,2783
202312,東北,青森,2619,45,3099
202401,東北,青森,203,5,236
202402,東北,青森,376,8,442
202403,東北,青森,534,9,635
202404,東北,青森,695,16,816
202405,東北,青森,883,19,1038
202406,東北,青森,1026,22,1209
202407,東北,青森,1204,24,1434
202408,東北,青森,1396,26,1690
202409,東北,青森,1584,34,1908
202410,東北,青森,1809,39,2170
202411,東北,青森,2023,42,2430
202412,東北,青森,2278,43,2734
202501,東北,青森,270,3,320
202502,東北,青森,445,5,537
202503,東北,青森,616,5,740
202504,東北,青森,760,8,921
202505,東北,青森,909,10,1097
202506,東北,青森,1088,12,1311
202507,東北,青森,1274,14,1525
202508,東北,青森,1461,14,1773
202509,東北,青森,1627,17,1970
202510,東北,青森,1813,21,2210
201901,近畿,三重,347,6,448
201902,近畿,三重,638,11,847
201903,近畿,三重,956,15,1256
201904,近畿,三重,1252,19,1628
201905,近畿,三重,1601,26,2082
201906,近畿,三重,1862,34,2412
201907,近畿,三重,2171,40,2808
201908,近畿,三重,2461,47,3148
201909,近畿,三重,2706,56,3484
201910,近畿,三重,3026,62,3888
201911,近畿,三重,3346,69,4296
201912,近畿,三重,3647,75,4688
202001,近畿,三重,306,10,384
202002,近畿,三重,572,17,736
202003,近畿,三重,857,26,1076
202004,近畿,三重,1087,30,1379
202005,近畿,三重,1254,38,1597
202006,近畿,三重,1488,42,1888
202007,近畿,三重,1732,44,2178
202008,近畿,三重,1964,49,2475
202009,近畿,三重,2170,57,2747
202010,近畿,三重,2424,65,3081
202011,近畿,三重,2710,69,3439
202012,近畿,三重,2966,73,3732
202101,近畿,三重,229,2,289
202102,近畿,三重,417,6,504
202103,近畿,三重,692,13,844
202104,近畿,三重,946,17,1173
202105,近畿,三重,1150,20,1426
202106,近畿,三重,1374,25,1698
202107,近畿,三重,1584,28,1958
202108,近畿,三重,1787,32,2202
202109,近畿,三重,1990,36,2457
202110,近畿,三重,2214,48,2723
202111,近畿,三重,2453,53,3021
202112,近畿,三重,2722,62,3338
202201,近畿,三重,273,7,348
202202,近畿,三重,498,8,626
202203,近畿,三重,742,12,935
202204,近畿,三重,975,15,1214
202205,近畿,三重,1215,15,1528
202206,近畿,三重,1471,20,1838
202207,近畿,三重,1694,27,2124
202208,近畿,三重,1932,34,2431
202209,近畿,三重,2140,39,2688
202210,近畿,三重,2397,48,2994
202211,近畿,三重,2644,53,3302
202212,近畿,三重,2917,60,3638
202301,近畿,三重,255,9,324
202302,近畿,三重,492,12,612
202303,近畿,三重,741,21,935
202304,近畿,三重,971,23,1228
202305,近畿,三重,1245,28,1586
202306,近畿,三重,1464,32,1850
202307,近畿,三重,1712,40,2183
202308,近畿,三重,1982,43,2515
202309,近畿,三重,2200,45,2813
202310,近畿,三重,2448,50,3117
202311,近畿,三重,2733,56,3461
202312,近畿,三重,2976,66,3767
202401,近畿,三重,246,5,314
202402,近畿,三重,472,9,606
202403,近畿,三重,723,12,906
202404,近畿,三重,931,14,1161
202405,近畿,三重,1168,18,1444
202406,近畿,三重,1377,22,1688
202407,近畿,三重,1608,26,1964
202408,近畿,三重,1823,28,2246
202409,近畿,三重,2043,32,2522
202410,近畿,三重,2259,36,2792
202411,近畿,三重,2482,39,3059
202412,近畿,三重,2724,46,3334
202501,近畿,三重,253,6,314
202502,近畿,三重,436,9,538
202503,近畿,三重,670,15,807
202504,近畿,三重,860,17,1038
202505,近畿,三重,1061,21,1305
202506,近畿,三重,1245,22,1526
202507,近畿,三重,1442,26,1744
202508,近畿,三重,1650,37,1988
202509,近畿,三重,1850,41,2216
202510,近畿,三重,2082,48,2492
201901,近畿,京都,428,4,482
201902,近畿,京都,892,12,1044
201903,近畿,京都,1359,15,1587
201904,近畿,京都,1825,20,2158
201905,近畿,京都,2222,23,2617
201906,近畿,京都,2598,26,3052
201907,近畿,京都,2961,29,3479
201908,近畿,京都,3347,34,3942
201909,近畿,京都,3755,39,4435
201910,近畿,京都,4222,45,4989
201911,近畿,京都,4647,48,5465
201912,近畿,京都,5183,55,6071
202001,近畿,京都,390,7,431
202002,近畿,京都,776,13,855
202003,近畿,京都,1166,19,1314
202004,近畿,京都,1507,24,1687
202005,近畿,京都,1775,28,1986
202006,近畿,京都,2057,31,2312
202007,近畿,京都,2355,32,2663
202008,近畿,京都,2687,36,3049
202009,近畿,京都,2985,37,3402
202010,近畿,京都,3345,41,3826
202011,近畿,京都,3701,44,4229
202012,近畿,京都,4118,49,4699
202101,近畿,京都,329,6,367
202102,近畿,京都,640,8,729
202103,近畿,京都,980,12,1104
202104,近畿,京都,1336,17,1512
202105,近畿,京都,1605,20,1819
202106,近畿,京都,1886,24,2133
202107,近畿,京都,2190,29,2478
202108,近畿,京都,2502,31,2843
202109,近畿,京都,2789,33,3186
202110,近畿,京都,3088,42,3528
202111,近畿,京都,3424,46,3911
202112,近畿,京都,3859,51,4408
202201,近畿,京都,315,5,373
202202,近畿,京都,623,9,720
202203,近畿,京都,937,12,1072
202204,近畿,京都,1270,15,1447
202205,近畿,京都,1560,19,1806
202206,近畿,京都,1870,19,2170
202207,近畿,京都,2139,20,2487
202208,近畿,京都,2468,23,2854
202209,近畿,京都,2790,29,3225
202210,近畿,京都,3139,36,3638
202211,近畿,京都,3477,40,4022
202212,近畿,京都,3810,45,4413
202301,近畿,京都,325,8,374
202302,近畿,京都,676,13,778
202303,近畿,京都,1037,15,1188
202304,近畿,京都,1356,20,1549
202305,近畿,京都,1681,26,1927
202306,近畿,京都,2013,29,2292
202307,近畿,京都,2331,33,2660
202308,近畿,京都,2650,36,3046
202309,近畿,京都,2959,41,3416
202310,近畿,京都,3312,43,3810
202311,近畿,京都,3634,53,4168
202312,近畿,京都,4067,59,4668
202401,近畿,京都,308,5,359
202402,近畿,京都,625,7,725
202403,近畿,京都,959,11,1112
202404,近畿,京都,1275,14,1463
202405,近畿,京都,1619,17,1864
202406,近畿,京都,1941,22,2210
202407,近畿,京都,2221,28,2521
202408,近畿,京都,2506,33,2834
202409,近畿,京都,2801,37,3171
202410,近畿,京都,3086,41,3501
202411,近畿,京都,3383,47,3826
202412,近畿,京都,3745,52,4233
202501,近畿,京都,335,3,375
202502,近畿,京都,646,7,715
202503,近畿,京都,970,11,1072
202504,近畿,京都,1238,15,1377
202505,近畿,京都,1506,19,1680
202506,近畿,京都,1786,25,1997
202507,近畿,京都,2068,31,2311
202508,近畿,京都,2356,35,2634
202509,近畿,京都,2657,38,2988
202510,近畿,京都,2927,39,3293
201901,近畿,兵庫,1898,12,2278
201902,近畿,兵庫,3681,16,4398
201903,近畿,兵庫,5649,27,6793
201904,近畿,兵庫,7593,40,9076
201905,近畿,兵庫,9373,45,11295
201906,近畿,兵庫,11142,47,13401
201907,近畿,兵庫,13099,56,15763
201908,近畿,兵庫,14918,76,18006
201909,近畿,兵庫,16776,91,20233
201910,近畿,兵庫,18791,99,22629
201911,近畿,兵庫,20797,114,24994
201912,近畿,兵庫,22896,138,27501
202001,近畿,兵庫,1618,9,1864
202002,近畿,兵庫,3137,20,3693
202003,近畿,兵庫,4605,26,5436
202004,近畿,兵庫,5764,37,6763
202005,近畿,兵庫,6781,42,7996
202006,近畿,兵庫,8159,49,9579
202007,近畿,兵庫,9604,56,11353
202008,近畿,兵庫,11058,58,13099
202009,近畿,兵庫,12427,67,14674
202010,近畿,兵庫,14030,80,16565
202011,近畿,兵庫,15669,92,18480
202012,近畿,兵庫,17352,110,20489
202101,近畿,兵庫,1362,9,1587
202102,近畿,兵庫,2571,16,2991
202103,近畿,兵庫,4007,26,4699
202104,近畿,兵庫,5488,37,6460
202105,近畿,兵庫,6699,42,7905
202106,近畿,兵庫,8102,49,9539
202107,近畿,兵庫,9611,61,11307
202108,近畿,兵庫,10928,68,12868
202109,近畿,兵庫,12285,77,14499
202110,近畿,兵庫,13827,88,16337
202111,近畿,兵庫,15381,99,18167
202112,近畿,兵庫,16929,114,20043
202201,近畿,兵庫,1311,7,1549
202202,近畿,兵庫,2517,11,2947
202203,近畿,兵庫,3938,24,4564
202204,近畿,兵庫,5201,34,6109
202205,近畿,兵庫,6445,43,7602
